lang	word	length	rank	zipf	category
ru	семи	4	3211	4.49	auto_whitelist
ru	убит	4	3222	4.49	auto_whitelist
ru	хлеб	4	3225	4.49	auto_whitelist
ru	царь	4	3227	4.49	auto_whitelist
ru	цену	4	3228	4.49	auto_whitelist
ru	дон	3	3252	4.48	auto_whitelist
ru	идею	4	3255	4.48	auto_whitelist
ru	ил	2	3256	4.48	auto_whitelist
ru	кв	2	3258	4.48	auto_whitelist
ru	крае	4	3260	4.48	auto_whitelist
ru	леди	4	3261	4.48	auto_whitelist
ru	лице	4	3265	4.48	auto_whitelist
ru	пола	4	3283	4.48	auto_whitelist
ru	селе	4	3300	4.48	auto_whitelist
ru	ввс	3	3321	4.47	auto_whitelist
ru	вс	2	3324	4.47	auto_whitelist
ru	дону	4	3328	4.47	auto_whitelist
ru	зная	4	3332	4.47	auto_whitelist
ru	ком	3	3340	4.47	auto_whitelist
ru	оао	3	3353	4.47	auto_whitelist
ru	руси	4	3372	4.47	auto_whitelist
ru	си	2	3373	4.47	auto_whitelist
ru	указ	4	3384	4.47	auto_whitelist
ru	флаг	4	3386	4.47	auto_whitelist
ru	вино	4	3393	4.46	auto_whitelist
ru	гран	4	3400	4.46	auto_whitelist
ru	долю	4	3403	4.46	auto_whitelist
ru	илья	4	3412	4.46	auto_whitelist
ru	луи	3	3416	4.46	auto_whitelist
ru	макс	4	3417	4.46	auto_whitelist
ru	мило	4	3420	4.46	auto_whitelist
ru	ногу	4	3423	4.46	auto_whitelist
ru	ряде	4	3440	4.46	auto_whitelist
ru	теме	4	3451	4.46	auto_whitelist
ru	тест	4	3452	4.46	auto_whitelist
ru	база	4	3458	4.45	auto_whitelist
ru	би	2	3459	4.45	auto_whitelist
ru	душ	3	3471	4.45	auto_whitelist
ru	дядя	4	3472	4.45	auto_whitelist
ru	еды	3	3475	4.45	auto_whitelist
ru	мо	2	3492	4.45	auto_whitelist
ru	убил	4	3523	4.45	auto_whitelist
ru	чм	2	3533	4.45	auto_whitelist
ru	ъ	1	3535	4.45	auto_whitelist
ru	идей	4	3561	4.44	auto_whitelist
ru	имея	4	3563	4.44	auto_whitelist
ru	иной	4	3564	4.44	auto_whitelist
ru	ищу	3	3566	4.44	auto_whitelist
ru	карл	4	3568	4.44	auto_whitelist
ru	мол	3	3581	4.44	auto_whitelist
ru	офис	4	3590	4.44	auto_whitelist
ru	юге	3	3634	4.44	auto_whitelist
ru	веры	4	3642	4.43	auto_whitelist
ru	горе	4	3652	4.43	auto_whitelist
ru	зона	4	3658	4.43	auto_whitelist
ru	маме	4	3670	4.43	auto_whitelist
ru	мяса	4	3673	4.43	auto_whitelist
ru	шли	3	3722	4.43	auto_whitelist
ru	двор	4	3733	4.42	auto_whitelist
ru	ею	2	3737	4.42	auto_whitelist
ru	жила	4	3740	4.42	auto_whitelist
ru	зубы	4	3749	4.42	auto_whitelist
ru	ин	2	3751	4.42	auto_whitelist
ru	кожи	4	3753	4.42	auto_whitelist
ru	лета	4	3755	4.42	auto_whitelist
ru	полу	4	3781	4.42	auto_whitelist
ru	руке	4	3791	4.42	auto_whitelist
ru	урок	4	3808	4.42	auto_whitelist
ru	фрг	3	3810	4.42	auto_whitelist
ru	царя	4	3811	4.42	auto_whitelist
ru	ак	2	3821	4.41	auto_whitelist
ru	веке	4	3826	4.41	auto_whitelist
ru	днк	3	3838	4.41	auto_whitelist
ru	краю	4	3854	4.41	auto_whitelist
ru	мисс	4	3862	4.41	auto_whitelist
ru	род	3	3894	4.41	auto_whitelist
ru	своя	4	3897	4.41	auto_whitelist
ru	ушли	4	3916	4.41	auto_whitelist
ru	фон	3	3918	4.41	auto_whitelist
ru	цене	4	3920	4.41	auto_whitelist
ru	акт	3	3929	4.4	auto_whitelist
ru	дед	3	3942	4.4	auto_whitelist
ru	ждал	4	3943	4.4	auto_whitelist
ru	зло	3	3947	4.4	auto_whitelist
ru	след	4	3983	4.4	auto_whitelist
ru	угол	4	3996	4.4	auto_whitelist
ru	вход	4	4011	4.39	auto_whitelist
ru	глав	4	4012	4.39	auto_whitelist
ru	ищут	4	4021	4.39	auto_whitelist
ru	лист	4	4023	4.39	auto_whitelist
ru	мам	3	4027	4.39	auto_whitelist
ru	мэра	4	4037	4.39	auto_whitelist
ru	пиво	4	4046	4.39	auto_whitelist
ru	сбор	4	4060	4.39	auto_whitelist
ru	улиц	4	4075	4.39	auto_whitelist
ru	вели	4	4090	4.38	auto_whitelist
ru	враг	4	4093	4.38	auto_whitelist
ru	еда	3	4099	4.38	auto_whitelist
ru	зла	3	4105	4.38	auto_whitelist
ru	кнр	3	4111	4.38	auto_whitelist
ru	май	3	4116	4.38	auto_whitelist
ru	пар	3	4134	4.38	auto_whitelist
ru	приз	4	4146	4.38	auto_whitelist
ru	ск	2	4160	4.38	auto_whitelist
ru	снг	3	4161	4.38	auto_whitelist
ru	спит	4	4165	4.38	auto_whitelist
ru	увы	3	4170	4.38	auto_whitelist
ru	шел	3	4177	4.38	auto_whitelist
ru	бою	3	4186	4.37	auto_whitelist
ru	вел	3	4188	4.37	auto_whitelist
ru	гей	3	4198	4.37	auto_whitelist
ru	едет	4	4205	4.37	auto_whitelist
ru	март	4	4219	4.37	auto_whitelist
ru	мчс	3	4226	4.37	auto_whitelist
ru	сел	3	4251	4.37	auto_whitelist
ru	ска	3	4254	4.37	auto_whitelist
ru	сне	3	4256	4.37	auto_whitelist
ru	снял	4	4257	4.37	auto_whitelist
ru	штат	4	4274	4.37	auto_whitelist
ru	базу	4	4281	4.36	auto_whitelist
ru	губы	4	4294	4.36	auto_whitelist
ru	дне	3	4299	4.36	auto_whitelist
ru	жене	4	4305	4.36	auto_whitelist
ru	коп	3	4320	4.36	auto_whitelist
ru	петь	4	4337	4.36	auto_whitelist
ru	риск	4	4353	4.36	auto_whitelist
ru	соль	4	4361	4.36	auto_whitelist
ru	тени	4	4369	4.36	auto_whitelist
ru	уефа	4	4374	4.36	auto_whitelist
ru	уши	3	4375	4.36	auto_whitelist
ru	форм	4	4378	4.36	auto_whitelist
ru	ш	1	4383	4.36	auto_whitelist
ru	арт	3	4386	4.35	auto_whitelist
ru	вину	4	4393	4.35	auto_whitelist
ru	воли	4	4395	4.35	auto_whitelist
ru	граф	4	4406	4.35	auto_whitelist
ru	двум	4	4407	4.35	auto_whitelist
ru	джо	3	4410	4.35	auto_whitelist
ru	иных	4	4419	4.35	auto_whitelist
ru	кот	3	4423	4.35	auto_whitelist
ru	лицу	4	4431	4.35	auto_whitelist
ru	ложь	4	4432	4.35	auto_whitelist
ru	ого	3	4449	4.35	auto_whitelist
ru	полк	4	4459	4.35	auto_whitelist
ru	птиц	4	4471	4.35	auto_whitelist
ru	реке	4	4474	4.35	auto_whitelist
ru	рио	3	4475	4.35	auto_whitelist
ru	сей	3	4478	4.35	auto_whitelist
ru	ужас	4	4490	4.35	auto_whitelist
ru	хан	3	4497	4.35	auto_whitelist
ru	диск	4	4525	4.34	auto_whitelist
ru	днях	4	4526	4.34	auto_whitelist
ru	жив	3	4534	4.34	auto_whitelist
ru	лига	4	4547	4.34	auto_whitelist
ru	пер	3	4567	4.34	auto_whitelist
ru	сука	4	4601	4.34	auto_whitelist
ru	юлия	4	4617	4.34	auto_whitelist
ru	духе	4	4636	4.33	auto_whitelist
ru	мтс	3	4655	4.33	auto_whitelist
ru	неба	4	4657	4.33	auto_whitelist
ru	пива	4	4670	4.33	auto_whitelist
ru	бои	3	4731	4.32	auto_whitelist
ru	веб	3	4734	4.32	auto_whitelist
ru	дам	3	4744	4.32	auto_whitelist
ru	зала	4	4753	4.32	auto_whitelist
ru	иран	4	4758	4.32	auto_whitelist
ru	мгу	3	4767	4.32	auto_whitelist
ru	меч	3	4770	4.32	auto_whitelist
ru	миг	3	4771	4.32	auto_whitelist
ru	небе	4	4774	4.32	auto_whitelist
ru	ник	3	4777	4.32	auto_whitelist
ru	нхл	3	4778	4.32	auto_whitelist
ru	рис	3	4813	4.32	auto_whitelist
ru	саду	4	4818	4.32	auto_whitelist
ru	сыну	4	4827	4.32	auto_whitelist
ru	теле	4	4828	4.32	auto_whitelist
ru	тень	4	4829	4.32	auto_whitelist
ru	тони	4	4830	4.32	auto_whitelist
ru	ура	3	4833	4.32	auto_whitelist
ru	эй	2	4838	4.32	auto_whitelist
ru	юг	2	4839	4.32	auto_whitelist
ru	ай	2	4844	4.31	auto_whitelist
ru	беда	4	4849	4.31	auto_whitelist
ru	бен	3	4850	4.31	auto_whitelist
ru	вып	3	4857	4.31	auto_whitelist
ru	гор	3	4861	4.31	auto_whitelist
ru	даты	4	4862	4.31	auto_whitelist
ru	зону	4	4871	4.31	auto_whitelist
ru	кн	2	4876	4.31	auto_whitelist
ru	маму	4	4883	4.31	auto_whitelist
ru	обсе	4	4891	4.31	auto_whitelist
ru	отцу	4	4897	4.31	auto_whitelist
ru	папы	4	4898	4.31	auto_whitelist
ru	саша	4	4923	4.31	auto_whitelist
ru	шум	3	4951	4.31	auto_whitelist
ru	вв	2	4959	4.3	auto_whitelist
ru	груз	4	4969	4.3	auto_whitelist
ru	дар	3	4972	4.3	auto_whitelist
ru	луис	4	4994	4.3	auto_whitelist
ru	луна	4	4995	4.3	auto_whitelist
ru	рак	3	5031	4.3	auto_whitelist
ru	реже	4	5036	4.3	auto_whitelist
ru	ряду	4	5039	4.3	auto_whitelist
ru	сб	2	5040	4.3	auto_whitelist
ru	ста	3	5052	4.3	auto_whitelist
ru	углу	4	5058	4.3	auto_whitelist
ru	угля	4	5059	4.3	auto_whitelist
ru	умею	4	5062	4.3	auto_whitelist
ru	чьи	3	5067	4.3	auto_whitelist
ru	бить	4	5073	4.29	auto_whitelist
ru	вред	4	5080	4.29	auto_whitelist
ru	мак	3	5110	4.29	auto_whitelist
ru	нож	3	5117	4.29	auto_whitelist
ru	порт	4	5128	4.29	auto_whitelist
ru	рейс	4	5140	4.29	auto_whitelist
ru	рыба	4	5144	4.29	auto_whitelist
ru	ряды	4	5145	4.29	auto_whitelist
ru	силе	4	5150	4.29	auto_whitelist
ru	смех	4	5153	4.29	auto_whitelist
ru	сна	3	5154	4.29	auto_whitelist
ru	фсб	3	5166	4.29	auto_whitelist
ru	чей	3	5172	4.29	auto_whitelist
ru	чё	2	5175	4.29	auto_whitelist
ru	джек	4	5193	4.28	auto_whitelist
ru	долл	4	5196	4.28	auto_whitelist
ru	ждем	4	5202	4.28	auto_whitelist
ru	кучу	4	5215	4.28	auto_whitelist
ru	лиза	4	5216	4.28	auto_whitelist
ru	марш	4	5218	4.28	auto_whitelist
ru	мск	3	5224	4.28	auto_whitelist
ru	сада	4	5261	4.28	auto_whitelist
ru	село	4	5264	4.28	auto_whitelist
ru	сент	4	5265	4.28	auto_whitelist
ru	тома	4	5277	4.28	auto_whitelist
ru	туре	4	5279	4.28	auto_whitelist
ru	этаж	4	5292	4.28	auto_whitelist
ru	бар	3	5295	4.27	auto_whitelist
ru	доли	4	5311	4.27	auto_whitelist
ru	духа	4	5312	4.27	auto_whitelist
ru	жан	3	5315	4.27	auto_whitelist
ru	изо	3	5324	4.27	auto_whitelist
ru	нина	4	5341	4.27	auto_whitelist
ru	ра	2	5369	4.27	auto_whitelist
ru	рака	4	5370	4.27	auto_whitelist
ru	сок	3	5378	4.27	auto_whitelist
ru	спас	4	5379	4.27	auto_whitelist
ru	урал	4	5392	4.27	auto_whitelist
ru	эфир	4	5401	4.27	auto_whitelist
ru	ярко	4	5403	4.27	auto_whitelist
ru	авто	4	5404	4.26	auto_whitelist
ru	егэ	3	5433	4.26	auto_whitelist
ru	жюри	4	5436	4.26	auto_whitelist
ru	идем	4	5441	4.26	auto_whitelist
ru	иные	4	5444	4.26	auto_whitelist
ru	куча	4	5450	4.26	auto_whitelist
ru	ле	2	5451	4.26	auto_whitelist
ru	ма	2	5455	4.26	auto_whitelist
ru	нба	3	5464	4.26	auto_whitelist
ru	паре	4	5474	4.26	auto_whitelist
ru	реал	4	5496	4.26	auto_whitelist
ru	стен	4	5518	4.26	auto_whitelist
ru	ток	3	5524	4.26	auto_whitelist
ru	шею	3	5535	4.26	auto_whitelist
ru	штук	4	5536	4.26	auto_whitelist
ru	юрия	4	5537	4.26	auto_whitelist
ru	борт	4	5544	4.25	auto_whitelist
ru	бред	4	5545	4.25	auto_whitelist
ru	веру	4	5547	4.25	auto_whitelist
ru	дано	4	5558	4.25	auto_whitelist
ru	дно	3	5562	4.25	auto_whitelist
ru	крик	4	5575	4.25	auto_whitelist
ru	крис	4	5576	4.25	auto_whitelist
ru	мэри	4	5581	4.25	auto_whitelist
ru	нии	3	5584	4.25	auto_whitelist
ru	пищи	4	5600	4.25	auto_whitelist
ru	поп	3	5608	4.25	auto_whitelist
ru	рек	3	5623	4.25	auto_whitelist
ru	сбу	3	5625	4.25	auto_whitelist
ru	се	2	5626	4.25	auto_whitelist
ru	стоп	4	5644	4.25	auto_whitelist
ru	сэр	3	5647	4.25	auto_whitelist
ru	хм	2	5662	4.25	auto_whitelist
ru	цикл	4	5663	4.25	auto_whitelist
ru	цру	3	5664	4.25	auto_whitelist
ru	близ	4	5679	4.24	auto_whitelist
ru	вау	3	5681	4.24	auto_whitelist
ru	вела	4	5682	4.24	auto_whitelist
ru	луны	4	5719	4.24	auto_whitelist
ru	мл	2	5727	4.24	auto_whitelist
ru	мною	4	5729	4.24	auto_whitelist
ru	рыбу	4	5768	4.24	auto_whitelist
ru	тока	4	5786	4.24	auto_whitelist
ru	ук	2	5789	4.24	auto_whitelist
ru	ц	1	5797	4.24	auto_whitelist
ru	эль	3	5804	4.24	auto_whitelist
ru	ян	2	5805	4.24	auto_whitelist
ru	зима	4	5834	4.23	auto_whitelist
ru	мари	4	5846	4.23	auto_whitelist
ru	рай	3	5880	4.23	auto_whitelist
ru	река	4	5883	4.23	auto_whitelist
ru	реку	4	5884	4.23	auto_whitelist
ru	флот	4	5924	4.23	auto_whitelist
ru	шаги	4	5930	4.23	auto_whitelist
ru	эл	2	5931	4.23	auto_whitelist
ru	эрик	4	5933	4.23	auto_whitelist
ru	аэс	3	5938	4.22	auto_whitelist
ru	боб	3	5940	4.22	auto_whitelist
ru	верх	4	5945	4.22	auto_whitelist
ru	веса	4	5946	4.22	auto_whitelist
ru	вины	4	5947	4.22	auto_whitelist
ru	дню	3	5961	4.22	auto_whitelist
ru	еле	3	5969	4.22	auto_whitelist
ru	окей	4	5999	4.22	auto_whitelist
ru	оп	2	6000	4.22	auto_whitelist
ru	сп	2	6051	4.22	auto_whitelist
ru	спал	4	6052	4.22	auto_whitelist
ru	уход	4	6069	4.22	auto_whitelist
ru	фу	2	6072	4.22	auto_whitelist
ru	чья	3	6077	4.22	auto_whitelist
ru	экз	3	6078	4.22	auto_whitelist
ru	волю	4	6093	4.21	auto_whitelist
ru	иск	3	6111	4.21	auto_whitelist
ru	кндр	4	6116	4.21	auto_whitelist
ru	кожа	4	6117	4.21	auto_whitelist
ru	лед	3	6124	4.21	auto_whitelist
ru	му	2	6133	4.21	auto_whitelist
ru	баку	4	6207	4.2	auto_whitelist
ru	боги	4	6210	4.2	auto_whitelist
ru	дамы	4	6226	4.2	auto_whitelist
ru	дна	3	6231	4.2	auto_whitelist
ru	льда	4	6258	4.2	auto_whitelist
ru	меню	4	6261	4.2	auto_whitelist
ru	нету	4	6274	4.2	auto_whitelist
ru	риа	3	6320	4.2	auto_whitelist
ru	рим	3	6321	4.2	auto_whitelist
ru	уфа	3	6350	4.2	auto_whitelist
ru	фк	2	6354	4.2	auto_whitelist
ru	чили	4	6358	4.2	auto_whitelist
ru	ы	1	6360	4.2	auto_whitelist
ru	ящик	4	6366	4.2	auto_whitelist
ru	али	3	6368	4.19	auto_whitelist
ru	бо	2	6369	4.19	auto_whitelist
ru	ввп	3	6373	4.19	auto_whitelist
ru	войн	4	6377	4.19	auto_whitelist
ru	волк	4	6378	4.19	auto_whitelist
ru	льва	4	6407	4.19	auto_whitelist
ru	ммм	3	6410	4.19	auto_whitelist
ru	пояс	4	6448	4.19	auto_whitelist
ru	рус	3	6459	4.19	auto_whitelist
ru	рыб	3	6460	4.19	auto_whitelist
ru	яиц	3	6500	4.19	auto_whitelist
ru	дама	4	6522	4.18	auto_whitelist
ru	дату	4	6523	4.18	auto_whitelist
ru	егор	4	6528	4.18	auto_whitelist
ru	лигу	4	6540	4.18	auto_whitelist
ru	мужу	4	6545	4.18	auto_whitelist
ru	пик	3	6567	4.18	auto_whitelist
ru	роза	4	6593	4.18	auto_whitelist
ru	спор	4	6607	4.18	auto_whitelist
ru	умру	4	6619	4.18	auto_whitelist
ru	ух	2	6621	4.18	auto_whitelist
ru	цик	3	6627	4.18	auto_whitelist
ru	шеф	3	6632	4.18	auto_whitelist
ru	вод	3	6650	4.17	auto_whitelist
ru	грех	4	6658	4.17	auto_whitelist
ru	дым	3	6665	4.17	auto_whitelist
ru	зимы	4	6670	4.17	auto_whitelist
ru	лжи	3	6687	4.17	auto_whitelist
ru	масс	4	6691	4.17	auto_whitelist
ru	ноль	4	6702	4.17	auto_whitelist
ru	нтв	3	6703	4.17	auto_whitelist
ru	пишу	4	6719	4.17	auto_whitelist
ru	плен	4	6721	4.17	auto_whitelist
ru	суп	3	6763	4.17	auto_whitelist
ru	труп	4	6767	4.17	auto_whitelist
ru	шт	2	6776	4.17	auto_whitelist
ru	адам	4	6783	4.16	auto_whitelist
ru	гола	4	6797	4.16	auto_whitelist
ru	едем	4	6805	4.16	auto_whitelist
ru	лука	4	6831	4.16	auto_whitelist
ru	майк	4	6832	4.16	auto_whitelist
ru	стив	4	6899	4.16	auto_whitelist
ru	трек	4	6909	4.16	auto_whitelist
ru	фифа	4	6918	4.16	auto_whitelist
ru	южно	4	6926	4.16	auto_whitelist
ru	ва	2	6934	4.15	auto_whitelist
ru	взят	4	6935	4.15	auto_whitelist
ru	воля	4	6938	4.15	auto_whitelist
ru	гора	4	6946	4.15	auto_whitelist
ru	деда	4	6953	4.15	auto_whitelist
ru	джей	4	6954	4.15	auto_whitelist
ru	жди	3	6956	4.15	auto_whitelist
ru	зон	3	6963	4.15	auto_whitelist
ru	лнр	3	6984	4.15	auto_whitelist
ru	мю	2	6991	4.15	auto_whitelist
ru	русь	4	7030	4.15	auto_whitelist
ru	хх	2	7062	4.15	auto_whitelist
ru	чая	3	7063	4.15	auto_whitelist
ru	юга	3	7068	4.15	auto_whitelist
ru	яна	3	7069	4.15	auto_whitelist
ru	анны	4	7072	4.14	auto_whitelist
ru	дж	2	7099	4.14	auto_whitelist
ru	дин	3	7100	4.14	auto_whitelist
ru	злой	4	7113	4.14	auto_whitelist
ru	кожу	4	7116	4.14	auto_whitelist
ru	па	2	7149	4.14	auto_whitelist
ru	танк	4	7198	4.14	auto_whitelist
ru	ухо	3	7205	4.14	auto_whitelist
ru	цб	2	7213	4.14	auto_whitelist
ru	бля	3	7234	4.13	auto_whitelist
ru	ги	2	7246	4.13	auto_whitelist
ru	гу	2	7249	4.13	auto_whitelist
ru	ехал	4	7255	4.13	auto_whitelist
ru	кхл	3	7274	4.13	auto_whitelist
ru	лорд	4	7276	4.13	auto_whitelist
ru	ля	2	7277	4.13	auto_whitelist
ru	нм	2	7292	4.13	auto_whitelist
ru	ос	2	7299	4.13	auto_whitelist
ru	пак	3	7308	4.13	auto_whitelist
ru	сбил	4	7342	4.13	auto_whitelist
ru	смит	4	7349	4.13	auto_whitelist
ru	эх	2	7375	4.13	auto_whitelist
ru	асср	4	7383	4.12	auto_whitelist
ru	едут	4	7414	4.12	auto_whitelist
ru	июнь	4	7431	4.12	auto_whitelist
ru	кинг	4	7437	4.12	auto_whitelist
ru	кит	3	7439	4.12	auto_whitelist
ru	коем	4	7445	4.12	auto_whitelist
ru	кпрф	4	7452	4.12	auto_whitelist
ru	нуля	4	7469	4.12	auto_whitelist
ru	очка	4	7484	4.12	auto_whitelist
ru	пищу	4	7489	4.12	auto_whitelist
ru	став	4	7534	4.12	auto_whitelist
ru	сыр	3	7541	4.12	auto_whitelist
ru	фбр	3	7556	4.12	auto_whitelist
ru	цепи	4	7564	4.12	auto_whitelist
ru	акты	4	7574	4.11	auto_whitelist
ru	весе	4	7587	4.11	auto_whitelist
ru	вмс	3	7588	4.11	auto_whitelist
ru	воле	4	7591	4.11	auto_whitelist
ru	ели	3	7606	4.11	auto_whitelist
ru	ем	2	7607	4.11	auto_whitelist
ru	июль	4	7620	4.11	auto_whitelist
ru	катя	4	7623	4.11	auto_whitelist
ru	коми	4	7627	4.11	auto_whitelist
ru	муки	4	7646	4.11	auto_whitelist
ru	пыль	4	7688	4.11	auto_whitelist
ru	руль	4	7697	4.11	auto_whitelist
ru	суду	4	7713	4.11	auto_whitelist
ru	типы	4	7714	4.11	auto_whitelist
ru	усть	4	7722	4.11	auto_whitelist
ru	хрен	4	7726	4.11	auto_whitelist
ru	юар	3	7733	4.11	auto_whitelist
ru	баба	4	7743	4.1	auto_whitelist
ru	билл	4	7748	4.1	auto_whitelist
ru	букв	4	7750	4.1	auto_whitelist
ru	вине	4	7753	4.1	auto_whitelist
ru	дало	4	7764	4.1	auto_whitelist
ru	дан	3	7765	4.1	auto_whitelist
ru	зиму	4	7784	4.1	auto_whitelist
ru	итог	4	7790	4.1	auto_whitelist
ru	кп	2	7799	4.1	auto_whitelist
ru	миль	4	7802	4.1	auto_whitelist
ru	прим	4	7848	4.1	auto_whitelist
ru	прям	4	7854	4.1	auto_whitelist
ru	сидя	4	7870	4.1	auto_whitelist
ru	стоя	4	7881	4.1	auto_whitelist
ru	шее	3	7906	4.1	auto_whitelist
ru	аж	2	7914	4.09	auto_whitelist
ru	акта	4	7915	4.09	auto_whitelist
ru	боец	4	7920	4.09	auto_whitelist
ru	боях	4	7921	4.09	auto_whitelist
ru	вмф	3	7926	4.09	auto_whitelist
ru	гору	4	7933	4.09	auto_whitelist
ru	дана	4	7936	4.09	auto_whitelist
ru	дума	4	7945	4.09	auto_whitelist
ru	кара	4	7962	4.09	auto_whitelist
ru	ки	2	7964	4.09	auto_whitelist
ru	лук	3	7977	4.09	auto_whitelist
ru	маша	4	7982	4.09	auto_whitelist
ru	мк	2	7986	4.09	auto_whitelist
ru	нужд	4	7994	4.09	auto_whitelist
ru	окон	4	8003	4.09	auto_whitelist
ru	ритм	4	8045	4.09	auto_whitelist
ru	слез	4	8054	4.09	auto_whitelist
ru	слух	4	8055	4.09	auto_whitelist
ru	стул	4	8066	4.09	auto_whitelist
ru	хит	3	8081	4.09	auto_whitelist
ru	эхо	3	8087	4.09	auto_whitelist
ru	алан	4	8091	4.08	auto_whitelist
ru	бей	3	8100	4.08	auto_whitelist
ru	брал	4	8104	4.08	auto_whitelist
ru	вкп	3	8110	4.08	auto_whitelist
ru	воин	4	8112	4.08	auto_whitelist
ru	дабы	4	8120	4.08	auto_whitelist
ru	ел	2	8126	4.08	auto_whitelist
ru	иль	3	8136	4.08	auto_whitelist
ru	луч	3	8154	4.08	auto_whitelist
ru	меру	4	8157	4.08	auto_whitelist
ru	ом	2	8181	4.08	auto_whitelist
ru	пил	3	8191	4.08	auto_whitelist
ru	раны	4	8226	4.08	auto_whitelist
ru	роде	4	8231	4.08	auto_whitelist
ru	розы	4	8232	4.08	auto_whitelist
ru	смс	3	8241	4.08	auto_whitelist
ru	соли	4	8242	4.08	auto_whitelist
ru	усср	4	8267	4.08	auto_whitelist
ru	хо	2	8273	4.08	auto_whitelist
ru	хода	4	8274	4.08	auto_whitelist
ru	ядра	4	8285	4.08	auto_whitelist
ru	ада	3	8289	4.07	auto_whitelist
ru	гк	2	8325	4.07	auto_whitelist
ru	дура	4	8340	4.07	auto_whitelist
ru	ест	3	8341	4.07	auto_whitelist
ru	жанр	4	8343	4.07	auto_whitelist
ru	мн	2	8382	4.07	auto_whitelist
ru	моды	4	8384	4.07	auto_whitelist
ru	пан	3	8398	4.07	auto_whitelist
ru	поет	4	8406	4.07	auto_whitelist
ru	сижу	4	8442	4.07	auto_whitelist
ru	торт	4	8462	4.07	auto_whitelist
ru	фз	2	8474	4.07	auto_whitelist
ru	шар	3	8483	4.07	auto_whitelist
ru	втб	3	8508	4.06	auto_whitelist
ru	гнев	4	8511	4.06	auto_whitelist
ru	джин	4	8518	4.06	auto_whitelist
ru	думу	4	8523	4.06	auto_whitelist
ru	зао	3	8531	4.06	auto_whitelist
ru	кгб	3	8554	4.06	auto_whitelist
ru	кейт	4	8555	4.06	auto_whitelist
ru	мед	3	8569	4.06	auto_whitelist
ru	мкс	3	8571	4.06	auto_whitelist
ru	ника	4	8584	4.06	auto_whitelist
ru	оси	3	8591	4.06	auto_whitelist
ru	рос	3	8627	4.06	auto_whitelist
ru	слой	4	8639	4.06	auto_whitelist
ru	соло	4	8643	4.06	auto_whitelist
ru	тон	3	8656	4.06	auto_whitelist
ru	учет	4	8662	4.06	auto_whitelist
ru	хана	4	8666	4.06	auto_whitelist
ru	цеха	4	8669	4.06	auto_whitelist
ru	гос	3	8710	4.05	auto_whitelist
ru	идее	4	8728	4.05	auto_whitelist
ru	конь	4	8735	4.05	auto_whitelist
ru	лоб	3	8745	4.05	auto_whitelist
ru	лу	2	8747	4.05	auto_whitelist
ru	ме	2	8752	4.05	auto_whitelist
ru	нога	4	8768	4.05	auto_whitelist
ru	носа	4	8769	4.05	auto_whitelist
ru	пи	2	8789	4.05	auto_whitelist
ru	риме	4	8819	4.05	auto_whitelist
ru	сады	4	8821	4.05	auto_whitelist
ru	сны	3	8830	4.05	auto_whitelist
ru	сплю	4	8837	4.05	auto_whitelist
ru	уме	3	8853	4.05	auto_whitelist
ru	чан	3	8860	4.05	auto_whitelist
ru	ато	3	8876	4.04	auto_whitelist
ru	боев	4	8880	4.04	auto_whitelist
ru	вор	3	8886	4.04	auto_whitelist
ru	гдр	3	8892	4.04	auto_whitelist
ru	гимн	4	8894	4.04	auto_whitelist
ru	гэс	3	8898	4.04	auto_whitelist
ru	иное	4	8917	4.04	auto_whitelist
ru	клип	4	8921	4.04	auto_whitelist
ru	лена	4	8929	4.04	auto_whitelist
ru	пво	3	8959	4.04	auto_whitelist
ru	рой	3	8998	4.04	auto_whitelist
ru	тайм	4	9017	4.04	auto_whitelist
ru	тим	3	9023	4.04	auto_whitelist
ru	энди	4	9051	4.04	auto_whitelist
ru	беру	4	9063	4.03	auto_whitelist
ru	бьет	4	9066	4.03	auto_whitelist
ru	гр	2	9081	4.03	auto_whitelist
ru	дитя	4	9085	4.03	auto_whitelist
ru	дяди	4	9091	4.03	auto_whitelist
ru	мера	4	9120	4.03	auto_whitelist
ru	паша	4	9151	4.03	auto_whitelist
ru	рк	2	9198	4.03	auto_whitelist
ru	рта	3	9201	4.03	auto_whitelist
ru	ру	2	9202	4.03	auto_whitelist
